学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质,985工程_加入时间,985工程_入选批次,985工程_共建部门,985工程_期数,985工程_协议签署时间,985工程_实力梯队,双一流建设,双一流建设_第一轮,双一流建设_第一轮_类别,双一流建设_第二轮,双一流建设_第二轮_学科名单,骨干高职,骨干高职_重点建设专业,示范性高职,示范性高职_重点建设专业,教育部直属,中央部委直属,强基计划,双高计划,学校类别,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程,预算总收入（亿元，2022年）,本年度收入（亿元，2022年）,财政拨款数（亿元，2022年）,财政拨款占比（2022年）,人工补全记录
北京北大方正软件职业技术学院,4111012564.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,北京市通州区东方大学城,http://www.pfc.edu.cn/,北大方正软件技术学院,"北京北大方正软件职业技术学院,北京北大方正软件技术学院",901.0,0.0,0.0,,,,,
北京经贸职业学院,4111012565.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1982.0,北京市房山区良乡长虹东路高教园区,http://www.csuedu.com,北经职贸,,158.0,0.0,0.0,,,,,
北京经济技术职业学院,4111012566.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2003.0,北京市东燕郊开发区北京经济技术职业学院,http://www.bibtedu.cn/,北经济,,340.0,0.0,0.0,,,,,
北京戏曲艺术职业学院,4111012567.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1952.0,北京市丰台区马家堡东里8号,http://www.bjxx.com.cn,北戏,,305.0,0.0,0.0,,,,,
北京汇佳职业学院,4111012568.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1984.0,北京市昌平区创新路20号,http://www.hju.net.cn,"汇佳,汇佳职业学院",,367.0,0.0,0.0,,,,,
北京科技经营管理学院,4111012733.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1985.0,北京市昌平区沙河镇顺沙路6号院,http://www.jgy1985.cn/,北科经管,,120.0,0.0,0.0,,,,,
北京科技职业学院,4111013703.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1997.0,北京市昌平区沙河沙阳路18号,http://www.5aaa.com/,北科院,,2875.0,0.0,0.0,,,,,
北京培黎职业学院,4111013728.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1983.0,北京市海淀区双清路1号,http://www.bjpldx.edu.cn,培黎学院,北京培黎职业大学,736.0,0.0,0.0,,,,,
北京经济管理职业学院,4111014073.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1979.0,"望京校区：北京市朝阳区花家地街12号,固安校区：北京市京开高速永定河桥南800米路东",http://www.biem.edu.cn,北京经管职院,,1287.0,0.0,0.0,,,,,
北京劳动保障职业学院,4111014075.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,劳动与社会保障、人力资源管理、城市管理与监察、城市轨道交通控制,0.0,,0.0,0.0,0.0,1.0,财经类,1986.0,"南校区：北京市朝阳区惠新东街5号,北校区：北京市昌平区南口路32号",http://www.bvclss.cn,,,268.0,0.0,0.0,,,,,
北京社会管理职业学院,4111014139.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1983.0,北京市大兴区科苑东路1号,https://www.bcsa.edu.cn/,"民政学院,北社管",,906.0,0.0,0.0,,,,,
北京艺术传媒职业学院,4111014140.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1994.0,北京市海淀区聂各庄东路10号,http://www.bjamu.cn,北艺传媒,北京新圆明职业学院,200.0,0.0,0.0,,,,,
北京体育职业学院,4111014215.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,2008.0,"院本部：北京市丰台区光彩北路4号,分校区：北京市大兴区芦城乡政府路21号",https://www.bjtzhy.org/default.aspx,,,0.0,0.0,0.0,,,,,
北京交通运输职业学院,4111014279.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,综合类,1960.0,"大兴校区：北京市大兴区黄村清源路北,海淀校区：北京市海淀区西三旗悦秀路90号",http://www.bjjt.edu.cn,"北交院,交职学院",,330.0,0.0,0.0,,,,,
北京卫生职业学院,4111014395.0,北京市,北京市,北京市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2012.0,北京市通州区九棵树东路128号,http://www.bjwszyxy.com/,,,344.0,0.0,0.0,,,,,
北京网络职业学院,4111014588.0,北京市教委,北京市,北京市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2015.0,北京市房山区窦大路12号,http://www.bjwlxy.org.cn/,北网,,500.0,0.0,0.0,,,,,
南开大学,4112010055.0,教育部,天津市,天津市,本科,公办,2000年12月,首期第二批共26所,教育部、天津市,一期,2000.12,3.0,1.0,1.0,A类,1.0,应用经济学、世界史、数学、化学、统计学、材料科学与工程,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1919.0,"八里台校区：天津市南开区卫津路94号,津南校区：天津市海河教育园区同砚路38号,泰达校区：天津市经济开发区宏达街23号",https://www.nankai.edu.cn/,南开,,6647.0,1.0,1.0,60.52,48.03,17.97,0.2969,
天津大学,4112010056.0,教育部,天津市,天津市,本科,公办,2000年12月,首期第二批共26所,教育部、天津市,一期,2000.12,4.0,1.0,1.0,A类,1.0,化学、材料科学与工程、动力工程及工程热物理、化学工程与技术、管理科学与工程,0.0,,0.0,,1.0,0.0,1.0,0.0,综合类,1895.0,"卫津路校区：天津市南开区卫津路92号,北洋园校区：天津市津南区雅观路135号",http://www.tju.edu.cn/,"天大,TJU",北洋大学,6161.0,1.0,1.0,84.55,53.11,23.84,0.282,
天津科技大学,4112010057.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,"河西校区：天津市河西区大沽南路1038号,滨海校区：天津市滨海新区经济技术开发区第十三大街9号",http://www.tust.edu.cn,"天津科大,tust",,2300.0,0.0,0.0,10.66,10.66,,,
天津工业大学,4112010058.0,天津市,天津市,天津市,本科,公办,,,,,,,1.0,0.0,,1.0,纺织科学与工程,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1912.0,天津市西青区宾水西道399号,https://www.tiangong.edu.cn/,天津工大,,2925.0,0.0,0.0,11.92,11.92,,,
中国民航大学,4112010059.0,交通运输部（中国民用航空局）,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,理工类,1951.0,天津市东丽区津北公路2898号,http://www.cauc.edu.cn,"中航大,CAUC",中国民用航空学院,2541.0,0.0,0.0,25.91,24.69,,,
天津理工大学,4112010060.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1981.0,天津市西青区宾水西道391号,http://www.tjut.edu.cn/,天津理工,天津理工学院,2391.0,0.0,0.0,11.83,10.61,,,
天津农学院,4112010061.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1976.0,"东校区：天津市西青区津静路22号,西校区：天津市西青区津同路19号,蓟州校区：天津市蓟州区五百户镇青池1村",http://www.tjau.edu.cn/,,,1292.0,0.0,0.0,4.31,4.31,,,
天津医科大学,4112010062.0,天津市,天津市,天津市,本科,公办,,,,,,,1.0,0.0,,1.0,临床医学,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1951.0,天津市和平区气象台路22号,http://www.tmu.edu.cn/,"天津医大,TMU",,600.0,0.0,1.0,19.58,19.58,,,
天津中医药大学,4112010063.0,天津市,天津市,天津市,本科,公办,,,,,,,1.0,0.0,,1.0,中药学,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1958.0,天津市静海区团泊新城西区鄱阳湖路10号,http://www.tjutcm.edu.cn/,天津中医大,,2600.0,0.0,0.0,10.28,9.78,,,
天津师范大学,4112010065.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1958.0,天津市西青区宾水西道393号,http://www.tjnu.edu.cn/,"天津师大,天津师范",,3500.0,0.0,0.0,16.94,16.94,,,
天津职业技术师范大学,4112010066.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1979.0,天津市河西区大沽南路1310号,http://www.tute.edu.cn,天津工程师范学院,"天津职业技术师范学院,天津工程师范学院",840.0,0.0,0.0,8.51,7.91,,,
天津外国语大学,4112010068.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,语言类,1964.0,"马场道校区：天津市河西区马场道117号,滨海校区：天津市滨海新区大港学府路60号",http://www.tjfsu.edu.cn/,天津外国语,天津外国语专科学校,696.0,0.0,0.0,4.09,4.09,,,
天津商业大学,4112010069.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1980.0,天津市北辰区光荣道409号,https://www.tjcu.edu.cn/,"天津商大,天津商学院",,1340.0,0.0,0.0,8.24,7.56,,,
天津财经大学,4112010070.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1958.0,天津市河西区珠江道25号,http://www.tjufe.edu.cn,"天财,天津财经",,1400.0,0.0,0.0,5.84,5.84,,,
天津体育学院,4112010071.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,1958.0,"团泊校区：天津市静海区团泊新城西区东海道16号,河西校区：天津市河西区卫津南路51号",http://www.tjus.edu.cn,天津体院,,1116.0,0.0,0.0,12.12,11.17,,,
天津音乐学院,4112010072.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1958.0,天津市河东区十四经路9号,http://www.tjcm.edu.cn/,,,140.0,0.0,0.0,1.78,1.7,,,
天津美术学院,4112010073.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1906.0,天津市河北区天纬路4号,http://www.tjarts.edu.cn,天津美院,,226.0,0.0,0.0,2.55,2.49,,,
天津城建大学,4112010792.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1978.0,天津市西青区津静路26号,http://www.tcu.edu.cn,,天津城市建设学院,893.0,0.0,0.0,7.56,6.85,,,
天津天狮学院,4112010859.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1999.0,天津市武清开发区翠亨路128号,http://www.tianshi.edu.cn/,天狮学院,,4800.0,0.0,0.0,,,,,
天津中德应用技术大学,4112012105.0,天津市,天津市,天津市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,制造技术、航空航天应用技术、自动化技术、汽车应用技术、新材料新能源技术、信息技术、经贸管理、应用语言,0.0,0.0,0.0,0.0,理工类,1985.0,天津市海河教育园区雅深路2号,https://www.tsguas.edu.cn/,天津中德,天津中德职业技术学院,1000.0,0.0,0.0,3.61,3.53,,,
天津外国语大学滨海外事学院,4112013658.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,语言类,2004.0,天津市滨海新区大港学府路60号,http://bhws.tjfsu.edu.cn/,,,500.0,0.0,0.0,,,,,
天津传媒学院,4112013659.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2009.0,天津市蓟州区盘山大道68号,http://www.tjtwy.cn/,天津传媒,天津体育学院运动与文化艺术学院,700.0,0.0,0.0,,,,,
天津商业大学宝德学院,4112013660.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2004.0,天津市西青区津静路28号,http://www.boustead.edu.cn/,宝德学院,,300.0,0.0,0.0,,,,,
天津医科大学临床医学院,4112013661.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2004.0,天津市大港区学苑路167号,http://www.tmucmc.edu.cn,天津医大临床,,334.0,0.0,0.0,,,,,
南开大学滨海学院,4112013663.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2004.0,天津市大港区学府路634号,http://binhai.nankai.edu.cn/,南大滨海,,1000.0,0.0,0.0,,,,,
天津师范大学津沽学院,4112013896.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2005.0,天津市西青区宾水西道393号,,,,400.0,0.0,0.0,,,,,
天津理工大学中环信息学院,4112013897.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2005.0,天津市西青区杨柳青柳口路99号,http://www.tjzhic.edu.cn/,中环信息学院,,0.0,0.0,0.0,,,,,
北京科技大学天津学院,4112013898.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2005.0,天津市宝坻区京津新城珠江北环东路1号,http://tj.ustb.edu.cn/,北科大天津学院,,1297.0,0.0,0.0,,,,,
天津仁爱学院,4112014038.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2006.0,天津市静海区团泊新城博学苑,http://www.tjrac.edu.cn,"天大仁爱,天津仁爱",天津大学仁爱学院,1000.0,0.0,0.0,,,,,
天津财经大学珠江学院,4112014087.0,天津市教委,天津市,天津市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2006.0,天津市宝坻区京津新城珠江北环东路2号,http://zhujiang.tjufe.edu.cn/,天财珠江,,900.0,0.0,0.0,,,,,
天津市职业大学,4112011032.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,—,0.0,0.0,0.0,1.0,综合类,1978.0,"主校区：天津市北辰区洛河道2号,海河园校区：天津市海河教育园区雅观路21号",http://www.tjtc.edu.cn/,,天津职业大学,1500.0,0.0,0.0,,,,,
天津滨海职业学院,4112012484.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,天津市滨海新区塘沽庐山道1101号,http://www.tjbpi.com/,天津滨海职院,,1000.0,0.0,0.0,,,,,
天津工程职业技术学院,4112012487.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,2001.0,天津市滨海新区大港幸福路51号,http://tjeti.bysjy.com.cn/index,,,799.0,0.0,0.0,,,,,LJJ_20221213
天津渤海职业技术学院,4112012719.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,综合类,1958.0,天津市北辰区津榆公路508号,https://www.tjbhzy.com/,,,671.0,0.0,0.0,,,,,
天津电子信息职业技术学院,4112012720.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,—,0.0,0.0,0.0,1.0,理工类,1953.0,天津市海河教育园区雅深路4号,http://www.tjdz.net/,,,747.0,0.0,0.0,,,,,
天津机电职业技术学院,4112012721.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,天津市海河教育园区雅观路19号,https://www.suoyuan.com.cn/,天机职院,,593.0,0.0,0.0,,,,,
天津现代职业技术学院,4112012722.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,食品生物技术、环境监测与治理技术、精密机械技术,0.0,,0.0,0.0,0.0,1.0,综合类,2001.0,天津市海河教育园区雅观路3号,https://www.xdxy.com.cn/,天津现代,,800.0,0.0,0.0,,,,,
天津公安警官职业学院,4112012723.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1949.0,天津市西青区精武镇,,天津警院,,739.0,0.0,0.0,,,,,
天津轻工职业技术学院,4112012732.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,模具设计与制造、数控设备应用与维护、环境艺术设计,0.0,,0.0,0.0,0.0,1.0,理工类,2001.0,天津市海河教育园区雅观路1号,http://www.tjlivtc.edu.cn/,天津轻工学院,,866.0,0.0,0.0,,,,,
天津商务职业学院,4112012788.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1955.0,"海河教育园校区：天津市海河教育园区雅观路23号,河东校区：天津市河东区六纬路82号,河西校区：天津市河西区白云山路",http://www.tcc1955.edu.cn/,天津商院,,750.0,0.0,0.0,,,,,
天津国土资源和房屋职业学院,4112012803.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1973.0,天津市滨海新区大港学苑路600号,http://www.tjgfxy.com.cn/tjgfxy/,天津工商职业技术学院,,0.0,0.0,0.0,,,,,
天津医学高等专科学校,4112012880.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,医学影像技术、康复治疗技术、医疗美容技术、护理,0.0,0.0,0.0,1.0,医药类,1908.0,天津市河西区柳林路14号,http://www.tjyzh.cn/,天津医专,,600.0,0.0,0.0,,,,,
天津开发区职业技术学院,4112012881.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,,,,,,0.0,0.0,,,,,LJJ_20221213
天津艺术职业学院,4112012882.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2002.0,"天津市河东区娄山道27号,天津市南开区苍穹道8号",http://www.arttj.cn/,,,97.0,0.0,0.0,,,,,
天津交通职业学院,4112012883.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,物流管理、汽车整形技术、汽车检测与维修技术,0.0,,0.0,0.0,0.0,1.0,理工类,1953.0,天津市西青区西青道269号,https://www.tttc.edu.cn/,天津交职院,,800.0,0.0,0.0,,,,,
天津工业职业学院,4112013700.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1981.0,天津市北辰区学海道38号,https://www.pctj.edu.cn/,,天津冶金职业技术学院,320.0,0.0,0.0,,,,,
天津石油职业技术学院,4112013701.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1976.0,天津市团泊洼,http://www.tjsyxy.com/,天津石油职院,,1447.0,0.0,0.0,,,,,
天津城市职业学院,4112013702.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,天津市河北区真理道27号,http://www.tjcsxy.cn,天津城市职院,,150.0,0.0,0.0,,,,,
天津铁道职业技术学院,4112013863.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1951.0,天津市河北区建昌道21号,http://www.tjtdxy.cn/,津铁院,,219.0,0.0,0.0,,,,,
天津工艺美术职业学院,4112013911.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1959.0,"革新道校区：天津市河北区红星路革新道10号,建昌道校区：天津市河北区建昌道41号",http://www.gmtj.com/,,,110.0,0.0,0.0,,,,,
天津城市建设管理职业技术学院,4112014020.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1975.0,天津市北辰区龙泉道2889号,https://www.tjchengjian.com/,,,397.0,0.0,0.0,,,,,
天津生物工程职业技术学院,4112014021.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2001.0,"天津市开发区西区南大街175号,天津市河北区宙纬路15号",http://www.tjbio.cn/,天津生工职院,,300.0,0.0,0.0,,,,,
天津海运职业学院,4112014022.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2006.0,天津市津南区海河教育园区雅深路8号,http://www.tjmc.edu.cn/,天津海运,,976.0,0.0,0.0,,,,,
天津广播影视职业学院,4112014102.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2002.0,天津市西青区东姜井凯苑路148号,http://www.tjgbys.com,天广,,180.0,0.0,0.0,,,,,
天津体育职业学院,4112014599.0,天津市,天津市,天津市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,体育类,2016.0,天津市静海区团泊新城西区团泊大道西侧、北华路北侧,http://www.tjvcs.cn,天体职院,,312.0,0.0,0.0,,,,,
天津滨海汽车工程职业学院,4112014600.0,天津市教委,天津市,天津市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2017.0,天津市津南区葛沽镇创新二路36号,http://www.tqzyxy.com,天汽职院,,405.0,0.0,0.0,,,,,
河北大学,4113010075.0,河北省,河北省,保定市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1921.0,"校本部：河北省保定市五四东路180号,新校区：河北省保定市七一东路2666号",http://www.hbu.edu.cn/,"河北大,HBU",,2430.0,0.0,0.0,19.01,16.1,,,
